Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,#ERROR!,Team
"Dec 28, 2023 - MIA @ GSW",W,30:50:00,26,10,18,55.6,3,7,42.9,3,4,75,0,7,7,2,1,0,2,0,11,
"Dec 25, 2023 - MIA vs. PHI",W,37:59:00,22,8,25,32,4,11,36.4,2,3,66.7,2,4,6,5,1,1,4,1,-5,
"Dec 22, 2023 - MIA vs. ATL",W,34:06:00,30,11,21,52.4,7,13,53.8,1,2,50,0,7,7,2,1,0,4,1,7,
"Dec 20, 2023 - MIA @ ORL",W,35:45:00,28,10,17,58.8,4,5,80,4,4,100,1,7,8,7,0,0,4,1,10,
"Dec 18, 2023 - MIA vs. MIN",L,33:05:00,25,10,18,55.6,1,6,16.7,4,4,100,1,2,3,2,2,0,2,1,-1,
"Nov 08, 2023 - MIA @ MEM",W,8:10,6,2,4,50,0,0,0,2,3,66.7,0,1,1,2,1,0,0,2,6,
"Nov 06, 2023 - MIA vs. LAL",W,34:26:00,22,8,20,40,2,10,20,4,4,100,1,4,5,5,3,0,6,1,-9,
"Nov 03, 2023 - MIA vs. WAS",W,36:40:00,24,9,17,52.9,4,7,57.1,2,2,100,0,10,10,9,2,0,3,3,7,
"Nov 01, 2023 - MIA vs. BKN",L,35:43:00,30,12,23,52.2,6,10,60,0,1,0,0,3,3,5,0,0,3,2,-1,
"Oct 30, 2023 - MIA @ MIL",L,42:28:00,35,12,21,57.1,2,5,40,9,10,90,1,7,8,3,1,0,3,1,-3,
"Oct 28, 2023 - MIA @ MIN",L,39:39:00,22,8,23,34.8,4,10,40,2,2,100,0,5,5,4,0,0,0,1,-16,
"Oct 27, 2023 - MIA @ BOS",L,40:18:00,28,10,20,50,5,12,41.7,3,3,100,1,5,6,6,1,0,3,2,-1,
"Oct 25, 2023 - MIA vs. DET",W,34:30:00,16,7,24,29.2,2,7,28.6,0,0,0,0,2,2,3,3,0,2,1,6,
"Apr 09, 2023 - MIA vs. ORL",W,8:40,4,2,3,66.7,0,1,0,0,0,0,0,1,1,3,0,0,2,0,3,
"Apr 06, 2023 - MIA @ PHI",W,31:33:00,24,7,17,41.2,5,8,62.5,5,5,100,0,4,4,5,1,0,1,0,19,
"Apr 04, 2023 - MIA @ DET",W,37:46:00,18,7,16,43.8,2,7,28.6,2,2,100,0,5,5,2,1,0,1,2,18,
"Apr 01, 2023 - MIA vs. DAL",W,36:20:00,15,5,16,31.3,2,8,25,3,3,100,1,5,6,3,1,0,2,1,-1,
"Mar 29, 2023 - MIA @ NYK",L,35:33:00,16,6,16,37.5,2,10,20,2,2,100,0,2,2,1,0,0,0,1,6,
"Mar 28, 2023 - MIA @ TOR",L,36:36:00,33,13,21,61.9,6,10,60,1,1,100,0,3,3,6,0,0,4,0,-7,
"Mar 25, 2023 - MIA vs. BKN",L,33:17:00,23,9,16,56.3,3,8,37.5,2,2,100,0,2,2,3,2,0,0,0,-21,
"Mar 22, 2023 - MIA vs. NYK",W,32:06:00,22,8,13,61.5,4,7,57.1,2,2,100,0,3,3,4,0,0,1,1,7,
"Mar 19, 2023 - MIA @ DET",W,34:04:00,19,7,17,41.2,3,9,33.3,2,2,100,0,6,6,4,0,0,1,2,13,
"Mar 18, 2023 - MIA @ CHI",L,36:08:00,15,5,11,45.5,3,8,37.5,2,2,100,0,7,7,2,0,1,6,2,1,
"Mar 15, 2023 - MIA vs. MEM",W,33:33:00,24,9,14,64.3,2,6,33.3,4,4,100,0,4,4,6,1,0,2,2,15,
"Mar 13, 2023 - MIA vs. UTA",W,37:51:00,18,5,16,31.3,2,10,20,6,6,100,0,6,6,2,1,0,2,1,10,
"Mar 11, 2023 - MIA @ ORL",L,26:36:00,14,6,13,46.2,2,6,33.3,0,0,0,0,5,5,3,0,0,3,0,-4,
"Mar 10, 2023 - MIA vs. CLE",W,38:28:00,25,8,15,53.3,5,7,71.4,4,4,100,0,9,9,4,0,0,3,1,6,
"Mar 08, 2023 - MIA vs. CLE",L,35:31:00,22,7,15,46.7,4,8,50,4,5,80,0,5,5,5,2,0,3,1,-8,
