Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,#ERROR!,Team
"Jan 28, 2022 - MIL vs. NYK",W,24:17:00,4,2,5,40,0,2,0,0,0,0,0,1,1,3,1,0,1,1,0,
"Jan 26, 2022 - MIL @ CLE",L,28:22:00,9,4,11,36.4,1,5,20,0,0,0,2,3,5,3,2,0,4,1,-10,
"Jan 22, 2022 - MIL vs. SAC",W,24:29:00,20,6,10,60,3,5,60,5,6,83.3,1,2,3,2,1,0,0,2,-8,
"Jan 21, 2022 - MIL vs. CHI",W,22:05,7,2,5,40,1,4,25,2,2,100,0,2,2,3,0,0,0,2,-4,
"Jan 19, 2022 - MIL vs. MEM",W,18:36,0,0,5,0,0,3,0,0,0,0,1,4,5,2,1,2,1,1,5,
"Jan 17, 2022 - MIL @ ATL",L,21:30,9,3,10,30,3,7,42.9,0,0,0,2,0,2,3,1,0,0,1,-12,
"Jan 15, 2022 - MIL vs. TOR",L,16:55,3,1,5,20,1,4,25,0,0,0,1,2,3,3,1,1,3,4,-11,
"Jan 13, 2022 - MIL vs. GSW",W,19:41,5,2,7,28.6,1,5,20,0,0,0,1,5,6,0,1,0,3,2,5,
"Jan 10, 2022 - MIL @ CHA",L,16:06,2,0,8,0,0,7,0,2,2,100,0,4,4,0,0,0,2,3,-22,
"Dec 30, 2021 - MIL @ ORL",W,18:42,11,2,8,25,2,3,66.7,5,6,83.3,4,5,9,1,0,0,3,1,4,
"Dec 28, 2021 - MIL @ ORL",W,15:43,8,1,5,20,1,5,20,5,5,100,3,3,6,1,1,0,1,1,20,
"Dec 25, 2021 - MIL vs. BOS",W,15:41,3,1,4,25,1,2,50,0,0,0,0,2,2,0,0,0,0,0,13,
"May 15, 2021 - MIL vs. MIA",W,27:36:00,11,3,10,30,3,8,37.5,2,4,50,0,9,9,4,1,0,1,3,11,
"May 13, 2021 - MIL @ IND",W,32:21:00,8,2,5,40,2,5,40,2,2,100,1,8,9,2,1,1,1,0,5,
"May 11, 2021 - MIL vs. ORL",W,28:43:00,19,7,12,58.3,3,7,42.9,2,2,100,0,2,2,2,1,0,1,1,5,
"May 10, 2021 - MIL @ SAS",L,25:47:00,12,4,9,44.4,3,8,37.5,1,2,50,0,6,6,6,0,1,0,1,-20,
"May 07, 2021 - MIL vs. HOU",W,33:32:00,18,7,14,50,4,10,40,0,0,0,2,5,7,4,2,0,3,3,0,
"May 05, 2021 - MIL vs. WAS",W,20:10,19,6,8,75,5,7,71.4,2,3,66.7,1,2,3,4,1,0,2,6,-7,
"May 04, 2021 - MIL vs. BKN",W,29:11:00,10,5,10,50,0,3,0,0,1,0,6,9,15,2,0,0,1,3,2,
"May 02, 2021 - MIL vs. BKN",W,30:10:00,0,0,5,0,0,2,0,0,0,0,0,8,8,1,0,1,0,2,9,
"Apr 29, 2021 - MIL @ HOU",L,21:18,3,1,5,20,1,4,25,0,0,0,0,5,5,2,0,0,0,1,-14,
"Apr 27, 2021 - MIL @ CHA",W,28:32:00,9,4,9,44.4,1,4,25,0,0,0,1,2,3,3,3,1,2,1,-1,
"Apr 25, 2021 - MIL @ ATL",L,30:03:00,5,2,7,28.6,0,3,0,1,1,100,1,5,6,0,1,1,2,4,-18,
"Apr 24, 2021 - MIL vs. PHI",W,21:52,11,4,7,57.1,3,5,60,0,0,0,1,3,4,2,1,1,1,0,16,
"Apr 22, 2021 - MIL vs. PHI",W,25:52:00,3,1,5,20,1,5,20,0,0,0,1,4,5,6,0,0,3,1,4,
"Apr 19, 2021 - MIL vs. PHX",L,31:21:00,9,4,10,40,1,4,25,0,0,0,4,3,7,3,0,0,1,3,-6,
"Apr 14, 2021 - MIL @ MIN",W,23:30,7,2,5,40,1,3,33.3,2,2,100,0,6,6,4,0,0,1,1,14,
"Apr 11, 2021 - MIL @ ORL",W,26:10:00,9,4,12,33.3,1,7,14.3,0,0,0,0,7,7,4,1,0,1,1,16,
"Apr 08, 2021 - MIL @ DAL",L,29:28:00,22,7,13,53.8,6,10,60,2,2,100,0,6,6,2,2,0,2,2,-11,
"Apr 06, 2021 - MIL @ GSW",L,29:37:00,6,2,8,25,2,6,33.3,0,0,0,2,3,5,5,3,0,1,1,-4,
"Apr 03, 2021 - MIL @ SAC",W,31:07:00,12,4,9,44.4,2,4,50,2,2,100,3,11,14,7,1,0,3,4,1,
"Apr 02, 2021 - MIL @ POR",W,29:28:00,5,1,7,14.3,1,5,20,2,2,100,0,4,4,2,0,0,2,2,10,
"Mar 31, 2021 - MIL @ LAL",W,31:14:00,13,4,8,50,3,6,50,2,2,100,2,3,5,2,3,0,2,3,7,
"Mar 29, 2021 - MIL @ LAC",L,28:35:00,5,2,7,28.6,1,4,25,0,0,0,1,5,6,3,2,0,1,2,-22,
"Mar 26, 2021 - MIL vs. BOS",L,28:05:00,13,5,15,33.3,3,9,33.3,0,0,0,1,2,3,2,1,0,2,3,-12,
"Mar 24, 2021 - MIL vs. BOS",W,31:05:00,17,5,7,71.4,5,6,83.3,2,2,100,0,4,4,1,0,1,2,1,5,
"Mar 22, 2021 - MIL vs. IND",W,28:13:00,8,3,6,50,2,5,40,0,0,0,2,11,13,4,0,0,4,1,21,
"Mar 20, 2021 - MIL vs. SAS",W,30:35:00,12,5,13,38.5,1,7,14.3,1,2,50,2,11,13,3,3,0,1,1,10,
"Mar 17, 2021 - MIL @ PHI",W,36:18:00,20,7,16,43.8,4,9,44.4,2,2,100,1,7,8,5,3,0,1,3,-3,
"Mar 15, 2021 - MIL @ WAS",W,33:06:00,12,5,8,62.5,2,5,40,0,0,0,2,5,7,6,1,0,2,3,24,
"Mar 13, 2021 - MIL @ WAS",W,28:58:00,10,4,9,44.4,1,4,25,1,2,50,4,9,13,3,2,0,4,2,-3,
"Mar 11, 2021 - MIL vs. NYK",W,23:06,11,3,9,33.3,1,4,25,4,5,80,0,8,8,2,1,0,1,0,34,
"Mar 04, 2021 - MIL @ MEM",W,29:52:00,7,2,9,22.2,1,5,20,2,2,100,2,5,7,4,0,0,2,0,5,
"Mar 02, 2021 - MIL vs. DEN",L,21:20,3,0,5,0,0,2,0,3,4,75,1,2,3,3,1,0,1,2,-12,
"Feb 28, 2021 - MIL vs. LAC",W,27:59:00,11,5,12,41.7,1,5,20,0,2,0,1,6,7,0,1,0,0,2,11,
